group1,group1_value,group2,group2_value,total,count_n0,count_n1,count_n2,count_n3,count_n4,count_n5plus,count_median,count_p10,count_p25,count_p75,count_p90,days_since_n12m,days_since_n24m,days_since_median,days_since_p10,days_since_p25,days_since_p75,days_since_p90,count_pct0,count_pct1,count_pct2,count_pct3,count_pct4,count_pct5plus,days_since_pct12m,days_since_pct24m
carehome_status,FALSE,copd,FALSE,4040,270,300,280,290,260,2640,7,1,3,11,13,2390,2890,300,220,250,350,380,6.7,7.4,6.9,7.2,6.4,65.3,59.2,71.5
carehome_status,FALSE,copd,TRUE,80,0,10,0,0,10,60,8,1,4,12,13.100000000000009,50,60,291,215.3,243.75,334,360.8,0,12.5,0,0,12.5,75,62.5,75
carehome_status,TRUE,copd,FALSE,790,60,50,40,40,60,540,7,1,4,11,13,460,550,293,219,247,349,381.9,7.6,6.3,5.1,5.1,7.6,68.4,58.2,69.6
carehome_status,TRUE,copd,TRUE,20,0,0,0,0,0,10,7,1.6,4,11,13.4,10,10,337,248.8,284,357,377.8,0,0,0,0,0,50,50,50
carehome_status,FALSE,down_sydrome,FALSE,4060,270,300,280,290,260,2660,7,1,3,11,13,2400,2900,300,219,250,350,380,6.7,7.4,6.9,7.1,6.4,65.5,59.1,71.4
carehome_status,FALSE,down_sydrome,TRUE,60,0,10,0,0,0,40,6,1,2,10,12,40,50,300.5,237,261.25,344.5,376,0,16.7,0,0,0,66.7,66.7,83.3
carehome_status,TRUE,down_sydrome,FALSE,790,60,50,40,40,60,540,7,1,4,11,13,460,550,293,219,247,349,381.9,7.6,6.3,5.1,5.1,7.6,68.4,58.2,69.6
carehome_status,TRUE,down_sydrome,TRUE,20,0,0,0,0,0,20,7.5,1.9000000000000004,5,10.75,13,10,10,323,227.4,271,349,378.2,0,0,0,0,0,100,50,50
carehome_status,FALSE,sickle_cell,FALSE,4020,260,300,280,290,250,2640,7,1,3,11,13,2390,2880,300,219,250,350,379.4,6.5,7.5,7,7.2,6.2,65.7,59.5,71.6
carehome_status,FALSE,sickle_cell,TRUE,100,10,10,10,10,10,60,7,1,3,12,13,60,70,305,220,254.5,352.75,379.1,10,10,10,10,10,60,60,70
carehome_status,TRUE,sickle_cell,FALSE,800,60,50,40,40,60,550,7,1,4,11,13,460,560,294,219,248,349.5,382,7.5,6.2,5,5,7.5,68.8,57.5,70
carehome_status,TRUE,sickle_cell,TRUE,10,0,0,0,0,0,0,6,2.2,4.5,8,11.000000000000002,10,10,250,212.5,219,310.25,326.5,0,0,0,0,0,0,100,100
ageband4,16-49,all,All,490,30,30,40,40,30,320,7,1,3,11,13,290,340,301,218.7,252,349,374.3,6.1,6.1,8.2,8.2,6.1,65.3,59.2,69.4
ageband4,50-64,all,All,790,40,60,50,50,60,520,7,1,3,10,13,450,550,311,225,256,352,381,5.1,7.6,6.3,6.3,7.6,65.8,57,69.6
ageband4,65-74,all,All,2220,160,150,170,140,140,1460,7,1,3,11,13,1310,1600,298,218,247,351,380,7.2,6.8,7.7,6.3,6.3,65.8,59,72.1
ageband4,75-104,all,All,1440,100,120,80,110,90,940,7,1,3,11,13,860,1020,295,218,246.75,345,379.1,6.9,8.3,5.6,7.6,6.2,65.3,59.7,70.8
ageband4,16-49,sex,Female,250,10,20,20,20,10,160,6,1,3,10,12.700000000000017,160,170,291,224.2,252,333,365,4,8,8,8,4,64,64,68
ageband4,16-49,sex,Male,230,20,10,10,10,20,160,7.5,1,4,11,13,130,160,315,218,254,354,383,8.7,4.3,4.3,4.3,8.7,69.6,56.5,69.6
ageband4,50-64,sex,Female,430,20,40,20,30,40,280,7,1,3,10,13,260,300,304,225,254.75,344,375.4,4.7,9.3,4.7,7,9.3,65.1,60.5,69.8
ageband4,50-64,sex,Male,360,20,20,30,20,20,240,7,1,3,11,13,190,250,319.5,227.6,259.25,361.75,385.3,5.6,5.6,8.3,5.6,5.6,66.7,52.8,69.4
ageband4,65-74,sex,Female,1130,80,80,80,80,70,740,7,1,3,11,13,670,820,295,219,248,351,379.4,7.1,7.1,7.1,7.1,6.2,65.5,59.3,72.6
ageband4,65-74,sex,Male,1080,80,70,90,60,70,710,7,1,3,11,13,640,780,300,218,247,351.5,380,7.4,6.5,8.3,5.6,6.5,65.7,59.3,72.2
ageband4,75-104,sex,Female,750,40,60,40,50,40,510,7,1,3,11,13,450,530,296,215,247,345,378.2,5.3,8,5.3,6.7,5.3,68,60,70.7
ageband4,75-104,sex,Male,690,60,60,40,60,50,430,7,1,3,11,13,410,490,292,220,246,345,380,8.7,8.7,5.8,8.7,7.2,62.3,59.4,71
ageband4,16-49,ageband13,16-19,0,0,0,0,0,0,0,5,3.4000000000000004,4,7.5,9,0,0,349,349,349,349,349,NA,NA,NA,NA,NA,NA,NA,NA
ageband4,16-49,ageband13,20-29,20,0,0,0,0,0,20,8,1.2000000000000002,4.5,10.5,11,10,20,323,247.4,279.5,355,378.2,0,0,0,0,0,100,50,100
ageband4,16-49,ageband13,30-39,150,10,10,10,10,10,100,7,1.5,3,11,13,90,110,301,214,251,351,376.8,6.7,6.7,6.7,6.7,6.7,66.7,60,73.3
ageband4,16-49,ageband13,40-49,320,20,20,20,20,20,210,7,1,3,10,13,180,220,296,225.8,251,343,372.6,6.2,6.2,6.2,6.2,6.2,65.6,56.2,68.8
ageband4,50-64,ageband13,50-54,260,10,20,20,10,20,170,6,1,3,10,13,140,180,319,224,256,353.75,383.5,3.8,7.7,7.7,3.8,7.7,65.4,53.8,69.2
ageband4,50-64,ageband13,55-59,260,20,20,10,20,20,180,7,1,4,10,13,150,180,305.5,229.1,256,349.75,381,7.7,7.7,3.8,7.7,7.7,69.2,57.7,69.2
ageband4,50-64,ageband13,60-64,270,10,20,20,20,20,180,7,1,3,11,13,160,200,308.5,220,256,354,380,3.7,7.4,7.4,7.4,7.4,66.7,59.3,74.1
ageband4,65-74,ageband13,65-69,1240,90,70,80,90,90,820,7,1,3,11,13,740,900,296,218,247,350,378,7.3,5.6,6.5,7.3,7.3,66.1,59.7,72.6
ageband4,65-74,ageband13,70-74,980,70,80,80,60,50,640,7,1,3,11,13,570,700,300,219,248,353,382,7.1,8.2,8.2,6.1,5.1,65.3,58.2,71.4
ageband4,75-104,ageband13,75-79,670,50,60,30,60,40,430,7,1,3,11,13,410,480,289,215.3,239,343.25,380.7,7.5,9,4.5,9,6,64.2,61.2,71.6
ageband4,75-104,ageband13,80-84,390,30,20,20,30,30,270,8,1,3,11,13,250,290,294,228,255,345.75,378,7.7,5.1,5.1,7.7,7.7,69.2,64.1,74.4
ageband4,75-104,ageband13,85-89,230,20,20,10,20,20,150,7,1,3,11,13,130,150,310.5,217.3,253,345,383.7,8.7,8.7,4.3,8.7,8.7,65.2,56.5,65.2
ageband4,75-104,ageband13,90-104,150,10,10,10,10,10,100,7,1,3,10.75,13,80,90,307,214.1,254.75,350.25,377.6,6.7,6.7,6.7,6.7,6.7,66.7,53.3,60
ageband4,16-49,ethnicity5,White,270,20,10,20,20,20,180,7,1,3,11,13,150,180,305,218.9,248.75,349.5,375.1,7.4,3.7,7.4,7.4,7.4,66.7,55.6,66.7
ageband4,16-49,ethnicity5,Mixed,40,0,0,0,10,0,20,4,0,1.25,9,11.300000000000004,20,30,284,234.4,252.5,333.5,352.8,0,0,0,25,0,50,50,75
ageband4,16-49,ethnicity5,Asian or Asian British,40,0,0,0,0,0,30,7,1,2.5,11,12.800000000000004,30,30,320,216.4,241,354,371.2,0,0,0,0,0,75,75,75
ageband4,16-49,ethnicity5,Black or Black British,40,0,0,0,0,0,30,7,1,5,10.25,12,20,30,308.5,232.1,253,361.5,388.1,0,0,0,0,0,75,50,75
ageband4,16-49,ethnicity5,Chinese or Other Ethnic Groups,40,0,0,0,0,0,30,7,2,3.25,11,13.899999999999999,30,30,290,213,261.5,324.5,348,0,0,0,0,0,75,75,75
ageband4,16-49,ethnicity5,(Missing),50,0,0,0,10,0,30,6,2,3.75,9,12.899999999999999,30,40,302,223.8,262,356,378.4,0,0,0,20,0,60,60,80
ageband4,50-64,ethnicity5,White,440,30,30,30,30,30,290,6,1,3,11,13,250,310,311,223.9,251.25,355.5,383.1,6.8,6.8,6.8,6.8,6.8,65.9,56.8,70.5
ageband4,50-64,ethnicity5,Mixed,70,0,0,10,10,10,50,7,2,3,10,12,40,50,320,230.8,272,369,382.8,0,0,14.3,14.3,14.3,71.4,57.1,71.4
ageband4,50-64,ethnicity5,Asian or Asian British,60,0,0,0,0,0,50,9,1,4,11,13.600000000000001,40,40,286,222.8,243,341,357.6,0,0,0,0,0,83.3,66.7,66.7
ageband4,50-64,ethnicity5,Black or Black British,70,0,10,10,0,10,40,6,1,3,10,13,40,50,319,249.1,276.5,355.25,381,0,14.3,14.3,0,14.3,57.1,57.1,71.4
ageband4,50-64,ethnicity5,Chinese or Other Ethnic Groups,60,0,10,0,10,10,40,6,1,3,9,12.100000000000001,40,40,301.5,239.6,258,351.75,371.2,0,16.7,0,16.7,16.7,66.7,66.7,66.7
ageband4,50-64,ethnicity5,(Missing),80,0,0,10,0,0,60,8,2,5.75,10,13,40,50,316,220,268,344.5,387.1,0,0,12.5,0,0,75,50,62.5
ageband4,65-74,ethnicity5,White,1240,90,80,90,80,80,830,7,1,3,11,13,740,890,292,215,243.25,349,377.5,7.3,6.5,7.3,6.5,6.5,66.9,59.7,71.8
ageband4,65-74,ethnicity5,Mixed,190,20,10,10,10,10,120,7,1,3,11,13,110,140,302,223,261,348,381,10.5,5.3,5.3,5.3,5.3,63.2,57.9,73.7
ageband4,65-74,ethnicity5,Asian or Asian British,180,10,10,10,10,20,110,7,1,3,11,13,100,120,295,216.4,240,350,377.2,5.6,5.6,5.6,5.6,11.1,61.1,55.6,66.7
ageband4,65-74,ethnicity5,Black or Black British,190,10,20,20,10,20,120,6,1,2,11,13,110,140,310,227.3,252.25,358.5,381.9,5.3,10.5,10.5,5.3,10.5,63.2,57.9,73.7
ageband4,65-74,ethnicity5,Chinese or Other Ethnic Groups,200,10,10,20,20,10,130,7,1,3,11,13,120,160,310,229,269,361,388.4,5,5,10,10,5,65,60,80
ageband4,65-74,ethnicity5,(Missing),220,20,20,10,10,10,140,7,1,3,11,13,120,150,302,224,248,351,374.2,9.1,9.1,4.5,4.5,4.5,63.6,54.5,68.2
ageband4,75-104,ethnicity5,White,780,60,70,40,60,50,510,7,1,3,11,13,480,560,295,221,246.75,342.25,374,7.7,9,5.1,7.7,6.4,65.4,61.5,71.8
ageband4,75-104,ethnicity5,Mixed,120,10,10,10,20,10,80,8,1,3,12,14,60,80,297,220,254,364.5,387,8.3,8.3,8.3,16.7,8.3,66.7,50,66.7
ageband4,75-104,ethnicity5,Asian or Asian British,120,10,10,10,10,0,90,7.5,1,4,12,13,80,90,304,217.4,249.75,347.25,378.9,8.3,8.3,8.3,8.3,0,75,66.7,75
ageband4,75-104,ethnicity5,Black or Black British,130,0,10,10,10,10,80,7,1,3,11,13,80,90,280,210.8,240,343,380.6,0,7.7,7.7,7.7,7.7,61.5,61.5,69.2
ageband4,75-104,ethnicity5,Chinese or Other Ethnic Groups,150,10,10,10,10,10,90,7,1,3,10,12,90,110,297,215.8,249.75,347.75,382.9,6.7,6.7,6.7,6.7,6.7,60,60,73.3
ageband4,75-104,ethnicity5,(Missing),130,10,10,10,10,10,90,8,1,3.25,11,13,70,90,295,220.4,251.75,348.25,376.3,7.7,7.7,7.7,7.7,7.7,69.2,53.8,69.2
ageband4,16-49,region,North East and Yorkshire,260,20,10,20,20,20,180,7,1,3,11,13,150,170,296,222.2,258,337,372.4,7.7,3.8,7.7,7.7,7.7,69.2,57.7,65.4
ageband4,16-49,region,North West,90,0,0,10,10,0,60,7,1.5999999999999996,3,10.5,13,60,70,311,212.7,233.5,356,377.1,0,0,11.1,11.1,0,66.7,66.7,77.8
ageband4,16-49,region,Midlands,50,0,0,0,0,0,40,8,3,5,11,14,30,40,320,236.4,277,359,386.2,0,0,0,0,0,80,60,80
ageband4,16-49,region,East of England,20,0,0,0,0,0,10,5,0.7999999999999998,1,8.5,11.2,10,10,274,214.3,236.75,330.25,353.4,0,0,0,0,0,50,50,50
ageband4,16-49,region,London,20,0,0,0,0,0,10,3,0.6000000000000001,1,6,10,10,10,279,230.8,243,335,359.6,0,0,0,0,0,50,50,50
ageband4,16-49,region,South East,30,0,0,0,0,0,20,6,1,3,9,12,20,20,321,234,252,343,372,0,0,0,0,0,66.7,66.7,66.7
ageband4,16-49,region,South West,20,0,0,0,0,0,10,5,1,2,9.75,11.900000000000002,20,20,303.5,218.5,252.25,342,355.5,0,0,0,0,0,50,100,100
ageband4,50-64,region,North East and Yorkshire,380,20,30,20,20,30,250,6,1,3,10,12.400000000000034,220,270,310.5,224,256,352,381,5.3,7.9,5.3,5.3,7.9,65.8,57.9,71.1
ageband4,50-64,region,North West,180,10,10,10,10,10,120,7.5,1,3.25,11,13,100,120,307.5,225.9,251.5,359,384.7,5.6,5.6,5.6,5.6,5.6,66.7,55.6,66.7
ageband4,50-64,region,Midlands,70,10,10,0,0,10,50,6,1,3,9.25,13,50,60,312,224.8,261,348.25,381.7,14.3,14.3,0,0,14.3,71.4,71.4,85.7
ageband4,50-64,region,East of England,40,0,0,0,0,0,20,7,1,2,12,13.399999999999999,20,30,325,255.2,294,372.5,386.6,0,0,0,0,0,50,50,75
ageband4,50-64,region,London,40,0,0,0,0,0,30,8,3,4,10,12,20,30,317,243.4,276.25,352.25,383.3,0,0,0,0,0,75,50,75
ageband4,50-64,region,South East,40,0,0,0,0,0,30,7,2,4,10,12,30,30,282,208,248,327,351.6,0,0,0,0,0,75,75,75
ageband4,50-64,region,South West,40,0,0,0,0,0,30,10,1.7000000000000002,6.25,12,14,20,20,319.5,228,251,341.25,365.2,0,0,0,0,0,75,50,50
ageband4,65-74,region,North East and Yorkshire,1150,90,80,90,80,60,750,7,1,3,11,13,680,830,298,219,251,353,381,7.8,7,7.8,7,5.2,65.2,59.1,72.2
ageband4,65-74,region,North West,450,30,20,30,30,30,310,7,1,4,11,13,280,320,289,211.3,241.75,346.25,372,6.7,4.4,6.7,6.7,6.7,68.9,62.2,71.1
ageband4,65-74,region,Midlands,220,10,20,20,10,20,150,7,1,4,11,13,130,160,305.5,226.1,255,351.75,376,4.5,9.1,9.1,4.5,9.1,68.2,59.1,72.7
ageband4,65-74,region,East of England,110,10,10,10,10,10,60,6,1,2,10,12,60,80,333,230.6,262,365,388.4,9.1,9.1,9.1,9.1,9.1,54.5,54.5,72.7
ageband4,65-74,region,London,100,10,10,10,10,0,70,6,0,3,10,12,60,80,303,229.2,270,342.5,379.6,10,10,10,10,0,70,60,80
ageband4,65-74,region,South East,90,10,0,10,0,10,60,6,1,2,9.75,13,50,70,293,216.6,239,348.5,376.2,11.1,0,11.1,0,11.1,66.7,55.6,77.8
ageband4,65-74,region,South West,100,10,0,0,0,10,60,8,1,4,11,13,50,60,287,212,232,350,377,10,0,0,0,10,60,50,60
ageband4,75-104,region,North East and Yorkshire,730,60,60,40,50,50,460,7,1,3,11,13,450,520,295.5,219,246,343,374.9,8.2,8.2,5.5,6.8,6.8,63,61.6,71.2
ageband4,75-104,region,North West,290,20,30,10,20,10,210,8,1,4,11,13,170,210,294,219.2,250.75,346,382.9,6.9,10.3,3.4,6.9,3.4,72.4,58.6,72.4
ageband4,75-104,region,Midlands,140,0,10,10,10,10,100,8,2,4,12,13,80,100,287,217.4,247,339.5,388.2,0,7.1,7.1,7.1,7.1,71.4,57.1,71.4
ageband4,75-104,region,East of England,70,0,0,0,10,0,40,6,1,3,11,12,40,40,296,212.4,243.5,356.5,385.4,0,0,0,14.3,0,57.1,57.1,57.1
ageband4,75-104,region,London,60,10,10,0,10,0,30,5,0.20000000000000018,2.5,12,14,30,40,297,217.4,253,360,385.6,16.7,16.7,0,16.7,0,50,50,66.7
ageband4,75-104,region,South East,80,0,0,0,10,0,60,8,3,5,12,14,40,50,304,224,251,349,390.4,0,0,0,12.5,0,75,50,62.5
ageband4,75-104,region,South West,70,10,0,0,10,0,40,7,0.5,3,10,13,50,50,293.5,215.9,241.5,340.25,355.1,14.3,0,0,14.3,0,57.1,71.4,71.4
ageband4,16-49,imd_quintile,1 (most deprived),80,10,10,0,0,0,50,6,1,3,10,12,50,60,291,218,251,332,363.5,12.5,12.5,0,0,0,62.5,62.5,75
ageband4,16-49,imd_quintile,2,110,0,10,10,10,0,70,6,2,3,10,12,60,70,290,228,251.5,345.5,371,0,9.1,9.1,9.1,0,63.6,54.5,63.6
ageband4,16-49,imd_quintile,3,110,10,10,0,10,10,70,7,1,3,10,13,70,80,307,221.5,254.5,349,368.5,9.1,9.1,0,9.1,9.1,63.6,63.6,72.7
ageband4,16-49,imd_quintile,4,90,10,0,10,10,10,60,7,1.6000000000000014,4,11,13,40,60,283,212.2,228,354,376.8,11.1,0,11.1,11.1,11.1,66.7,44.4,66.7
ageband4,16-49,imd_quintile,5 (least deprived),80,0,10,0,0,10,60,8,1,4,11,13,50,60,323,234,277,355,385,0,12.5,0,0,12.5,75,62.5,75
ageband4,16-49,imd_quintile,(Missing),20,0,0,0,0,0,10,7,1,3,10.25,14,20,20,302,244.2,254,325,340.6,0,0,0,0,0,50,100,100
ageband4,50-64,imd_quintile,1 (most deprived),160,10,10,10,20,10,110,7,1,3,10,13,100,120,292,217.2,250,341,386.8,6.2,6.2,6.2,12.5,6.2,68.8,62.5,75
ageband4,50-64,imd_quintile,2,160,10,10,10,10,20,110,7,1,4,10,13,110,120,303,231.4,258,342,364.4,6.2,6.2,6.2,6.2,12.5,68.8,68.8,75
ageband4,50-64,imd_quintile,3,160,10,20,10,10,20,100,6,1,3,10.5,13,90,110,320,236,271,356,379.8,6.2,12.5,6.2,6.2,12.5,62.5,56.2,68.8
ageband4,50-64,imd_quintile,4,140,10,10,10,10,10,90,7.5,2,3,11,13,70,90,315,229,258,359,385,7.1,7.1,7.1,7.1,7.1,64.3,50,64.3
ageband4,50-64,imd_quintile,5 (least deprived),130,10,10,10,10,10,90,6,1,4,11,13,70,90,320,228.6,259.5,370,390.1,7.7,7.7,7.7,7.7,7.7,69.2,53.8,69.2
ageband4,50-64,imd_quintile,(Missing),40,0,0,0,0,0,20,7,0,3,11,12.399999999999999,20,20,282,205.9,229,327.5,360.2,0,0,0,0,0,50,50,50
ageband4,65-74,imd_quintile,1 (most deprived),420,30,30,30,30,20,280,7,1,3,11,13,250,300,299,219,248,350,380,7.1,7.1,7.1,7.1,4.8,66.7,59.5,71.4
ageband4,65-74,imd_quintile,2,420,40,30,30,30,30,270,7,1,3,10,13,240,300,294,215.2,250.25,350,375.9,9.5,7.1,7.1,7.1,7.1,64.3,57.1,71.4
ageband4,65-74,imd_quintile,3,420,20,20,40,40,30,270,6,1,3,11,13,260,320,296.5,218.7,249,353,381.6,4.8,4.8,9.5,9.5,7.1,64.3,61.9,76.2
ageband4,65-74,imd_quintile,4,410,30,30,30,20,20,280,7,1,3,10,12,250,300,304,222,248,352,378,7.3,7.3,7.3,4.9,4.9,68.3,61,73.2
ageband4,65-74,imd_quintile,5 (least deprived),400,20,20,30,30,30,260,7,1,3,11,13,230,280,297.5,216,243.25,351.75,380,5,5,7.5,7.5,7.5,65,57.5,70
ageband4,65-74,imd_quintile,(Missing),130,10,10,10,10,10,80,7,1,2.75,11,13,80,90,291,230,246,343,379.6,7.7,7.7,7.7,7.7,7.7,61.5,61.5,69.2
ageband4,75-104,imd_quintile,1 (most deprived),280,20,20,10,20,10,200,7,1,4,11,13,170,200,296,222,252,342,375.2,7.1,7.1,3.6,7.1,3.6,71.4,60.7,71.4
ageband4,75-104,imd_quintile,2,280,10,20,20,20,20,190,7,1,3,11,13,170,200,301,211,244.25,350,378.5,3.6,7.1,7.1,7.1,7.1,67.9,60.7,71.4
ageband4,75-104,imd_quintile,3,270,20,20,10,20,20,180,7,1,3,11,13,160,200,302,228,253,350.25,385,7.4,7.4,3.7,7.4,7.4,66.7,59.3,74.1
ageband4,75-104,imd_quintile,4,270,20,20,20,20,20,160,7,1,3,11,13,170,190,280,216,240.5,335.5,369,7.4,7.4,7.4,7.4,7.4,59.3,63,70.4
ageband4,75-104,imd_quintile,5 (least deprived),260,20,20,10,20,20,170,7,1,3,11,13,160,190,300,219,245.75,347,382.3,7.7,7.7,3.8,7.7,7.7,65.4,61.5,73.1
ageband4,75-104,imd_quintile,(Missing),80,0,10,10,10,0,50,7,1,3,11,13,40,50,283.5,214.4,240.5,328.75,384.3,0,12.5,12.5,12.5,0,62.5,50,62.5
ageband4,16-49,carehome_status,FALSE,470,30,30,30,30,30,310,7,1,3,11,13,270,320,301.5,222.1,253.25,349,374.9,6.4,6.4,6.4,6.4,6.4,66,57.4,68.1
ageband4,16-49,carehome_status,TRUE,20,0,0,0,0,0,20,7,3,4,10,12,20,20,265,214.5,231.75,326.5,350.5,0,0,0,0,0,100,100,100
ageband4,50-64,carehome_status,FALSE,750,40,60,50,50,60,500,7,1,3,10,13,430,530,311,224.5,256,352.75,381,5.3,8,6.7,6.7,8,66.7,57.3,70.7
ageband4,50-64,carehome_status,TRUE,40,0,0,0,0,0,30,8,2.8000000000000007,4,10,13.200000000000003,20,30,321,232.8,270.5,344.25,387.1,0,0,0,0,0,75,50,75
ageband4,65-74,carehome_status,FALSE,1750,120,120,140,120,100,1150,7,1,3,11,13,1040,1270,299,218,248,351,379,6.9,6.9,8,6.9,5.7,65.7,59.4,72.6
ageband4,65-74,carehome_status,TRUE,460,40,30,30,20,40,310,7,1,3,11,13,270,330,294,219,247,351.75,382,8.7,6.5,6.5,4.3,8.7,67.4,58.7,71.7
ageband4,75-104,carehome_status,FALSE,1160,80,100,70,90,80,740,7,1,3,11,13,700,830,295,218,246,345,380.8,6.9,8.6,6,7.8,6.9,63.8,60.3,71.6
ageband4,75-104,carehome_status,TRUE,280,20,20,10,20,20,200,8,1,4,11,13,160,190,289,218.6,249.5,345,371.4,7.1,7.1,3.6,7.1,7.1,71.4,57.1,67.9
ageband4,16-49,primis_atrisk,FALSE,20,0,0,0,0,0,10,7,2.5,4,9.5,11.5,10,10,295,220,250,331,351.4,0,0,0,0,0,50,50,50
ageband4,16-49,primis_atrisk,TRUE,470,30,30,30,30,30,310,7,1,3,11,13,280,320,301,219,252,349,374.6,6.4,6.4,6.4,6.4,6.4,66,59.6,68.1
ageband4,50-64,primis_atrisk,FALSE,30,0,0,0,0,0,20,7.5,2.8000000000000007,4,10,14,20,20,305,234,276,344,383,0,0,0,0,0,66.7,66.7,66.7
ageband4,50-64,primis_atrisk,TRUE,760,40,60,50,50,60,500,7,1,3,10,13,430,530,311,225,256,353,381,5.3,7.9,6.6,6.6,7.9,65.8,56.6,69.7
ageband4,65-74,primis_atrisk,FALSE,1770,130,120,130,110,110,1170,7,1,3,11,13,1050,1280,300,220,248,352,379,7.3,6.8,7.3,6.2,6.2,66.1,59.3,72.3
ageband4,65-74,primis_atrisk,TRUE,450,30,30,40,40,30,280,7,1,3,11,13,260,320,291,213.6,243,347,381,6.7,6.7,8.9,8.9,6.7,62.2,57.8,71.1
ageband4,75-104,primis_atrisk,FALSE,1140,80,90,60,90,70,740,7,1,3,11,13,690,820,293,217,245.75,345,378.5,7,7.9,5.3,7.9,6.1,64.9,60.5,71.9
ageband4,75-104,primis_atrisk,TRUE,290,20,20,20,20,20,200,7,1,3,11,14,170,200,298.5,221.3,252,345,383,6.9,6.9,6.9,6.9,6.9,69,58.6,69
ageband4,16-49,crd,FALSE,440,30,30,30,30,30,290,7,1,3,11,13,260,300,295,219,251,345.5,372,6.8,6.8,6.8,6.8,6.8,65.9,59.1,68.2
ageband4,16-49,crd,TRUE,50,0,0,0,0,0,40,8,1.2000000000000002,4,11,12.800000000000004,30,40,318,219.6,266,366.5,380.4,0,0,0,0,0,80,60,80
ageband4,50-64,crd,FALSE,700,40,60,40,40,60,460,7,1,3,10,13,400,500,313,224.5,256,353.25,382,5.7,8.6,5.7,5.7,8.6,65.7,57.1,71.4
ageband4,50-64,crd,TRUE,80,0,0,0,10,0,60,7,2,4,12,13,50,60,289.5,228.1,251.5,344.75,376.2,0,0,0,12.5,0,75,62.5,75
ageband4,65-74,crd,FALSE,2170,160,150,160,140,130,1430,7,1,3,11,13,1290,1570,298,218,248,351,380,7.4,6.9,7.4,6.5,6,65.9,59.4,72.4
ageband4,65-74,crd,TRUE,40,0,0,0,0,0,30,8,2,4,10.75,13,20,30,286,226,242,364,388,0,0,0,0,0,75,50,75
ageband4,75-104,crd,FALSE,1410,100,110,70,110,90,930,7,1,3,11,13,840,1000,294,217.8,246,345,379,7.1,7.8,5,7.8,6.4,66,59.6,70.9
ageband4,75-104,crd,TRUE,30,0,0,0,0,0,20,6,1,3,9,14,20,20,335,245,255,370,382,0,0,0,0,0,66.7,66.7,66.7
ageband4,16-49,chd,FALSE,440,30,30,30,30,30,290,7,1,3,11,13,260,310,301,219,253.25,349,374.5,6.8,6.8,6.8,6.8,6.8,65.9,59.1,70.5
ageband4,16-49,chd,TRUE,50,0,0,0,0,0,30,8,1.6000000000000005,3.5,10.5,13.399999999999999,30,30,295,216.2,236.75,331,366.9,0,0,0,0,0,60,60,60
ageband4,50-64,chd,FALSE,710,40,50,40,50,60,480,7,1,3,10,13,410,500,311,224,255.5,352,381,5.6,7,5.6,7,8.5,67.6,57.7,70.4
ageband4,50-64,chd,TRUE,80,0,10,10,0,0,50,6.5,1,2,11,13.5,40,60,311,234.2,267.5,362.5,392.2,0,12.5,12.5,0,0,62.5,50,75
ageband4,65-74,chd,FALSE,2170,160,140,160,140,140,1420,7,1,3,11,13,1280,1560,298,219,248,351,380,7.4,6.5,7.4,6.5,6.5,65.4,59,71.9
ageband4,65-74,chd,TRUE,40,0,0,0,0,0,30,6,1,2.75,9,12,30,40,279,211,231,332,394,0,0,0,0,0,75,75,100
ageband4,75-104,chd,FALSE,1410,100,110,70,110,90,920,7,1,3,11,13,840,1000,295,218,247,345,379,7.1,7.8,5,7.8,6.4,65.2,59.6,70.9
ageband4,75-104,chd,TRUE,30,0,0,0,0,0,20,8,1,3,11,13,20,20,297,206.6,232,345,377.4,0,0,0,0,0,66.7,66.7,66.7
ageband4,16-49,ckd,FALSE,440,30,30,30,30,20,290,7,1,3,11,13,250,300,297,218,249.5,350,376,6.8,6.8,6.8,6.8,4.5,65.9,56.8,68.2
ageband4,16-49,ckd,TRUE,50,0,0,0,0,10,30,6,2,3.75,9.25,12,30,40,315,231,275.5,343,355.6,0,0,0,0,20,60,60,80
ageband4,50-64,ckd,FALSE,720,40,50,40,50,50,480,7,1,3,10,13,410,510,311,225.7,256,351.25,381,5.6,6.9,5.6,6.9,6.9,66.7,56.9,70.8
ageband4,50-64,ckd,TRUE,70,0,0,10,0,10,40,6.5,1,3.25,12,13.5,40,50,319,224,261.5,353.75,381,0,0,14.3,0,14.3,57.1,57.1,71.4
ageband4,65-74,ckd,FALSE,2180,160,150,160,140,140,1430,7,1,3,11,13,1290,1570,298,219,247,351,380,7.3,6.9,7.3,6.4,6.4,65.6,59.2,72
ageband4,65-74,ckd,TRUE,40,0,0,0,0,0,30,9,2,5.75,11,12,20,30,318,216.4,252.5,354,384.8,0,0,0,0,0,75,50,75
ageband4,75-104,ckd,FALSE,1400,100,120,70,110,90,920,7,1,3,11,13,840,1000,294,218,246,345,379,7.1,8.6,5,7.9,6.4,65.7,60,71.4
ageband4,75-104,ckd,TRUE,30,0,0,0,0,0,20,9,1.0999999999999996,4.5,11.25,14,20,20,302.5,227.5,272.5,347.75,380.1,0,0,0,0,0,66.7,66.7,66.7
ageband4,16-49,cld,FALSE,440,30,30,30,30,30,300,7,1,3,11,13,260,310,301,218.5,252,349,375,6.8,6.8,6.8,6.8,6.8,68.2,59.1,70.5
