vax_dosenumber,vax_product8,vax_campaign,sex,ageband4,ethnicity5,region,imd_quintile,n
Dose 6,Other,Pre-2020-07-01,Male,12-49,Black or Black British,North East and Yorkshire,4,0
Dose 6,Other,Pre-2020-07-01,Male,12-49,Black or Black British,Midlands,3,0
Dose 6,Other,Pre-2020-07-01,Male,12-49,Black or Black British,London,NA,0
Dose 6,Other,Pre-2020-07-01,Male,12-49,Black or Black British,South East,NA,0
Dose 6,Other,Pre-2020-07-01,Male,12-49,Black or Black British,South West,4,0
Dose 6,Other,Pre-2020-07-01,Male,12-49,Black or Black British,NA,NA,0
Dose 6,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,North East and Yorkshire,NA,0
Dose 6,Other,Pre-2020-07-01,Male,12-49,NA,North West,NA,0
Dose 6,Other,Pre-2020-07-01,Male,12-49,NA,East of England,1 (most deprived),0
Dose 6,Other,Pre-2020-07-01,Male,12-49,NA,NA,3,0
Dose 6,Other,Pre-2020-07-01,Male,12-49,NA,NA,NA,0
Dose 6,Other,Pre-2020-07-01,Male,50-64,White,North East and Yorkshire,4,0
Dose 6,Other,Pre-2020-07-01,Male,50-64,Black or Black British,NA,NA,0
Dose 6,Other,Pre-2020-07-01,Male,50-64,NA,Midlands,NA,0
Dose 6,Other,Pre-2020-07-01,Male,65-74,Asian or Asian British,North East and Yorkshire,NA,0
Dose 6,Other,Pre-2020-07-01,Male,75-104,White,North East and Yorkshire,NA,0
Dose 6,Other,Pre-2020-07-01,Male,75-104,White,Midlands,NA,0
Dose 6,Other,Pre-roll-out,Female,under 12,Mixed,South East,NA,0
Dose 6,Other,Pre-roll-out,Female,12-49,Asian or Asian British,London,NA,0
Dose 6,Other,Pre-roll-out,Male,under 12,NA,South East,1 (most deprived),0
Dose 6,Other,Primary series,Male,12-49,NA,North East and Yorkshire,1 (most deprived),0
Dose 6,Other,Autumn 2021,Male,12-49,Chinese or Other Ethnic Groups,East of England,NA,0
Dose 6,Other,Autumn 2021,Male,75-104,White,South East,2,0
Dose 6,Other,Spring 2022,Male,12-49,White,Midlands,3,0
Dose 6,Other,Autumn 2022,Male,12-49,White,London,3,0
Dose 6,Other,Autumn 2022,Male,12-49,White,South East,NA,0
Dose 6,Other,Spring 2024,Male,under 12,White,North West,NA,0
Dose 6,Other,Autumn 2024,Female,12-49,Mixed,NA,NA,0
Dose 6,Other,Autumn 2024,Female,50-64,White,NA,NA,0
Dose 6,Other,Autumn 2024,Male,12-49,Chinese or Other Ethnic Groups,South East,NA,0
Dose 6,Other,Autumn 2024,Male,50-64,Asian or Asian British,Midlands,2,0
Dose 7,Other,Pre-2020-07-01,Female,under 12,White,South East,NA,0
Dose 7,Other,Pre-2020-07-01,Female,under 12,White,NA,NA,0
Dose 7,Other,Pre-2020-07-01,Female,under 12,Black or Black British,South East,3,0
Dose 7,Other,Pre-2020-07-01,Female,under 12,Chinese or Other Ethnic Groups,London,2,0
Dose 7,Other,Pre-2020-07-01,Female,under 12,NA,South East,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,White,North East and Yorkshire,3,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,White,North East and Yorkshire,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,White,North West,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,White,Midlands,2,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,White,Midlands,5 (least deprived),0
Dose 7,Other,Pre-2020-07-01,Female,12-49,White,Midlands,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,White,London,1 (most deprived),0
Dose 7,Other,Pre-2020-07-01,Female,12-49,White,South East,2,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,White,South West,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,White,NA,4,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,White,NA,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,Mixed,North East and Yorkshire,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,Mixed,NA,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,Asian or Asian British,North East and Yorkshire,5 (least deprived),0
Dose 7,Other,Pre-2020-07-01,Female,12-49,Asian or Asian British,North East and Yorkshire,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,Asian or Asian British,NA,5 (least deprived),0
Dose 7,Other,Pre-2020-07-01,Female,12-49,Black or Black British,Midlands,4,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,Black or Black British,East of England,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,Black or Black British,London,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,Black or Black British,South East,4,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,Black or Black British,South East,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,Chinese or Other Ethnic Groups,North East and Yorkshire,5 (least deprived),0
Dose 7,Other,Pre-2020-07-01,Female,12-49,NA,North East and Yorkshire,NA,0
Dose 7,Other,Pre-2020-07-01,Female,12-49,NA,London,1 (most deprived),0
Dose 7,Other,Pre-2020-07-01,Female,50-64,White,Midlands,NA,0
Dose 7,Other,Pre-2020-07-01,Female,65-74,Black or Black British,Midlands,NA,0
Dose 7,Other,Pre-2020-07-01,Female,75-104,White,NA,1 (most deprived),0
Dose 7,Other,Pre-2020-07-01,Male,under 12,White,North East and Yorkshire,NA,0
Dose 7,Other,Pre-2020-07-01,Male,under 12,White,Midlands,5 (least deprived),0
Dose 7,Other,Pre-2020-07-01,Male,under 12,White,Midlands,NA,0
Dose 7,Other,Pre-2020-07-01,Male,under 12,Black or Black British,NA,NA,0
Dose 7,Other,Pre-2020-07-01,Male,under 12,NA,NA,NA,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,White,North East and Yorkshire,5 (least deprived),0
Dose 7,Other,Pre-2020-07-01,Male,12-49,White,North East and Yorkshire,NA,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,White,Midlands,NA,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,White,East of England,NA,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,White,South East,1 (most deprived),0
Dose 7,Other,Pre-2020-07-01,Male,12-49,White,South East,NA,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,White,NA,3,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,White,NA,NA,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,Mixed,Midlands,3,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,Black or Black British,North East and Yorkshire,4,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,Black or Black British,Midlands,3,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,Black or Black British,London,NA,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,Black or Black British,NA,NA,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,Chinese or Other Ethnic Groups,North East and Yorkshire,NA,0
Dose 7,Other,Pre-2020-07-01,Male,12-49,NA,East of England,1 (most deprived),0
Dose 7,Other,Pre-2020-07-01,Male,12-49,NA,NA,3,0
Dose 7,Other,Pre-2020-07-01,Male,50-64,White,North East and Yorkshire,4,0
Dose 7,Other,Pre-2020-07-01,Male,50-64,White,Midlands,NA,0
Dose 7,Other,Pre-2020-07-01,Male,50-64,Asian or Asian British,NA,4,0
Dose 7,Other,Pre-2020-07-01,Male,50-64,NA,Midlands,NA,0
Dose 7,Other,Pre-2020-07-01,Male,65-74,Asian or Asian British,North East and Yorkshire,NA,0
Dose 7,Other,Pre-2020-07-01,Male,75-104,White,Midlands,NA,0
Dose 7,Other,Pre-roll-out,Female,under 12,White,North East and Yorkshire,NA,0
Dose 7,Other,Pre-roll-out,Female,under 12,Mixed,South East,NA,0
Dose 7,Other,Primary series,Male,under 12,NA,South East,1 (most deprived),0
Dose 7,Other,Primary series,Male,12-49,White,North East and Yorkshire,NA,0
Dose 7,Other,Autumn 2022,Female,12-49,Black or Black British,South East,NA,0
Dose 7,Other,Spring 2023,Male,12-49,White,London,3,0
Dose 7,Other,Autumn 2023,Female,12-49,Chinese or Other Ethnic Groups,NA,NA,0
Dose 7,Other,Autumn 2023,Male,12-49,Asian or Asian British,South East,NA,0
Dose 7,Other,Autumn 2023,Male,12-49,Black or Black British,North West,3,0
Dose 7,Other,Autumn 2023,Male,12-49,Chinese or Other Ethnic Groups,East of England,NA,0
Dose 7,Other,Autumn 2023,Male,12-49,NA,North East and Yorkshire,1 (most deprived),0
Dose 7,Other,Autumn 2024,Male,50-64,Asian or Asian British,Midlands,NA,0
Dose 7,Other,Autumn 2025,Female,12-49,Mixed,NA,NA,0
Dose 8,Other,Pre-2020-07-01,Female,under 12,White,South East,NA,0
Dose 8,Other,Pre-2020-07-01,Female,under 12,White,NA,NA,0
Dose 8,Other,Pre-2020-07-01,Female,under 12,Black or Black British,South East,3,0
Dose 8,Other,Pre-2020-07-01,Female,under 12,Chinese or Other Ethnic Groups,London,2,0
Dose 8,Other,Pre-2020-07-01,Female,under 12,NA,South East,NA,0
Dose 8,Other,Pre-2020-07-01,Female,12-49,White,North West,NA,0
Dose 8,Other,Pre-2020-07-01,Female,12-49,White,Midlands,2,0
Dose 8,Other,Pre-2020-07-01,Female,12-49,White,Midlands,NA,0
Dose 8,Other,Pre-2020-07-01,Female,12-49,White,London,5 (least deprived),0
Dose 8,Other,Pre-2020-07-01,Female,12-49,White,South East,2,0
Dose 8,Other,Pre-2020-07-01,Female,12-49,White,South West,NA,0
Dose 8,Other,Pre-2020-07-01,Female,12-49,Mixed,North East and Yorkshire,NA,0
Dose 8,Other,Pre-2020-07-01,Female,12-49,Mixed,NA,NA,0
Dose 8,Other,Pre-2020-07-01,Female,12-49,Asian or Asian British,North East and Yorkshire,NA,0
Dose 8,Other,Pre-2020-07-01,Female,12-49,Asian or Asian British,NA,5 (least deprived),0
Dose 8,Other,Pre-2020-07-01,Female,12-49,Black or Black British,Midlands,5 (least deprived),0
Dose 8,Other,Pre-2020-07-01,Female,12-49,Black or Black British,London,NA,0
Dose 8,Other,Pre-2020-07-01,Female,12-49,Chinese or Other Ethnic Groups,North East and Yorkshire,5 (least deprived),0
Dose 8,Other,Pre-2020-07-01,Female,12-49,NA,North East and Yorkshire,1 (most deprived),0
Dose 8,Other,Pre-2020-07-01,Female,12-49,NA,North East and Yorkshire,NA,0
Dose 8,Other,Pre-2020-07-01,Female,12-49,NA,London,1 (most deprived),0
Dose 8,Other,Pre-2020-07-01,Female,50-64,White,South East,5 (least deprived),0
Dose 8,Other,Pre-2020-07-01,Male,under 12,NA,NA,NA,0
Dose 8,Other,Pre-2020-07-01,Male,12-49,White,North East and Yorkshire,3,0
Dose 8,Other,Pre-2020-07-01,Male,12-49,White,North East and Yorkshire,NA,0
Dose 8,Other,Pre-2020-07-01,Male,12-49,White,Midlands,5 (least deprived),0
Dose 8,Other,Pre-2020-07-01,Male,12-49,White,Midlands,NA,0
Dose 8,Other,Pre-2020-07-01,Male,12-49,White,East of England,NA,0
Dose 8,Other,Pre-2020-07-01,Male,12-49,White,South East,1 (most deprived),0
Dose 8,Other,Pre-2020-07-01,Male,12-49,White,South East,NA,0
Dose 8,Other,Pre-2020-07-01,Male,12-49,White,NA,NA,0
Dose 8,Other,Pre-2020-07-01,Male,12-49,Mixed,Midlands,3,0
Dose 8,Other,Pre-2020-07-01,Male,12-49,Black or Black British,Midlands,3,0
Dose 8,Other,Pre-2020-07-01,Male,12-49,Black or Black British,NA,NA,0
Dose 8,Other,Pre-2020-07-01,Male,12-49,NA,East of England,NA,0
Dose 8,Other,Pre-2020-07-01,Male,12-49,NA,NA,3,0
Dose 8,Other,Pre-2020-07-01,Male,50-64,Asian or Asian British,NA,4,0
Dose 8,Other,Pre-2020-07-01,Male,50-64,NA,Midlands,NA,0
Dose 8,Other,Pre-2020-07-01,Male,75-104,Asian or Asian British,North East and Yorkshire,NA,0
Dose 8,Other,Primary series,Female,12-49,White,Midlands,5 (least deprived),0
Dose 8,Other,Primary series,Male,under 12,NA,South East,1 (most deprived),0
Dose 8,Other,Autumn 2022,Male,12-49,Chinese or Other Ethnic Groups,North East and Yorkshire,NA,0
Dose 8,Other,Autumn 2023,Male,12-49,White,London,3,0
Dose 8,Other,Autumn 2023,Male,12-49,NA,North East and Yorkshire,1 (most deprived),0
Dose 8,Other,Spring 2024,Female,under 12,Mixed,South East,NA,0
Dose 8,Other,Spring 2024,Female,12-49,Chinese or Other Ethnic Groups,NA,NA,0
Dose 8,Other,Spring 2024,Male,12-49,White,North East and Yorkshire,NA,0
Dose 8,Other,Spring 2024,Male,12-49,Black or Black British,North West,3,0
Dose 8,Other,Autumn 2024,Female,12-49,Black or Black British,South East,NA,0
Dose 8,Other,Autumn 2024,Male,50-64,Asian or Asian British,Midlands,NA,0
Dose 8,Other,Spring 2025,Male,12-49,Chinese or Other Ethnic Groups,East of England,NA,0
Dose 9,Other,Pre-2020-07-01,Female,under 12,White,NA,NA,0
Dose 9,Other,Pre-2020-07-01,Female,under 12,Chinese or Other Ethnic Groups,London,2,0
Dose 9,Other,Pre-2020-07-01,Female,under 12,NA,South East,NA,0
Dose 9,Other,Pre-2020-07-01,Female,12-49,White,North West,NA,0
Dose 9,Other,Pre-2020-07-01,Female,12-49,White,Midlands,NA,0
Dose 9,Other,Pre-2020-07-01,Female,12-49,White,South East,2,0
Dose 9,Other,Pre-2020-07-01,Female,12-49,White,South West,NA,0
Dose 9,Other,Pre-2020-07-01,Female,12-49,Mixed,North East and Yorkshire,NA,0
Dose 9,Other,Pre-2020-07-01,Female,12-49,Mixed,NA,NA,0
Dose 9,Other,Pre-2020-07-01,Female,12-49,Black or Black British,Midlands,5 (least deprived),0
Dose 9,Other,Pre-2020-07-01,Female,12-49,Black or Black British,London,NA,0
Dose 9,Other,Pre-2020-07-01,Female,12-49,NA,North East and Yorkshire,NA,0
Dose 9,Other,Pre-2020-07-01,Female,12-49,NA,London,3,0
Dose 9,Other,Pre-2020-07-01,Female,50-64,White,Midlands,2,0
Dose 9,Other,Pre-2020-07-01,Female,50-64,White,South East,NA,0
Dose 9,Other,Pre-2020-07-01,Female,50-64,Chinese or Other Ethnic Groups,North East and Yorkshire,5 (least deprived),0
Dose 9,Other,Pre-2020-07-01,Female,50-64,NA,North East and Yorkshire,1 (most deprived),0
Dose 9,Other,Pre-2020-07-01,Male,12-49,White,North East and Yorkshire,NA,0
Dose 9,Other,Pre-2020-07-01,Male,12-49,White,Midlands,NA,0
Dose 9,Other,Pre-2020-07-01,Male,12-49,White,East of England,NA,0
Dose 9,Other,Pre-2020-07-01,Male,12-49,Mixed,Midlands,NA,0
Dose 9,Other,Pre-2020-07-01,Male,12-49,Black or Black British,NA,NA,0
Dose 9,Other,Pre-2020-07-01,Male,50-64,Asian or Asian British,NA,4,0
Dose 9,Other,Pre-2020-07-01,Male,50-64,Black or Black British,Midlands,NA,0
Dose 9,Other,Pre-2020-07-01,Male,50-64,NA,Midlands,NA,0
Dose 9,Other,Autumn 2022,Male,under 12,NA,South East,5 (least deprived),0
Dose 9,Other,Autumn 2022,Male,12-49,Chinese or Other Ethnic Groups,North East and Yorkshire,NA,0
Dose 9,Other,Spring 2024,Male,12-49,Black or Black British,North West,3,0
Dose 9,Other,Spring 2024,Male,12-49,NA,North East and Yorkshire,1 (most deprived),0
Dose 9,Other,Autumn 2024,Female,12-49,Asian or Asian British,North East and Yorkshire,NA,0
Dose 9,Other,Spring 2025,Female,under 12,Mixed,South East,NA,0
Dose 10,Other,Pre-2020-07-01,Female,under 12,White,NA,NA,0
Dose 10,Other,Pre-2020-07-01,Female,under 12,NA,South East,NA,0
Dose 10,Other,Pre-2020-07-01,Female,12-49,White,North West,NA,0
Dose 10,Other,Pre-2020-07-01,Female,12-49,White,Midlands,NA,0
Dose 10,Other,Pre-2020-07-01,Female,12-49,White,South East,2,0
Dose 10,Other,Pre-2020-07-01,Female,12-49,White,South West,4,0
Dose 10,Other,Pre-2020-07-01,Female,12-49,Mixed,NA,NA,0
Dose 10,Other,Pre-2020-07-01,Female,12-49,Black or Black British,Midlands,1 (most deprived),0
Dose 10,Other,Pre-2020-07-01,Female,12-49,Black or Black British,London,NA,0
Dose 10,Other,Pre-2020-07-01,Female,12-49,NA,North East and Yorkshire,NA,0
Dose 10,Other,Pre-2020-07-01,Female,50-64,White,Midlands,NA,0
Dose 10,Other,Pre-2020-07-01,Female,50-64,Chinese or Other Ethnic Groups,North East and Yorkshire,5 (least deprived),0
Dose 10,Other,Pre-2020-07-01,Female,50-64,NA,North East and Yorkshire,1 (most deprived),0
Dose 10,Other,Pre-2020-07-01,Male,12-49,White,North East and Yorkshire,NA,0
Dose 10,Other,Pre-2020-07-01,Male,12-49,White,Midlands,NA,0
Dose 10,Other,Pre-2020-07-01,Male,12-49,White,East of England,NA,0
Dose 10,Other,Pre-2020-07-01,Male,50-64,Asian or Asian British,NA,4,0
Dose 10,Other,Pre-2020-07-01,Male,50-64,NA,Midlands,NA,0
Dose 10,Other,Pre-2020-07-01,Male,65-74,Black or Black British,Midlands,NA,0
Dose 10,Other,Primary series,Female,12-49,White,Midlands,NA,0
Dose 10,Other,Spring 2022,Female,12-49,NA,London,NA,0
Dose 10,Other,Spring 2023,Male,under 12,NA,South East,5 (least deprived),0
Dose 10,Other,Autumn 2025,Male,12-49,NA,North East and Yorkshire,1 (most deprived),0
Dose 11,Other,Pre-2020-07-01,Female,under 12,White,NA,NA,0
Dose 11,Other,Pre-2020-07-01,Female,under 12,NA,South East,NA,0
Dose 11,Other,Pre-2020-07-01,Female,12-49,White,North West,NA,0
Dose 11,Other,Pre-2020-07-01,Female,12-49,White,Midlands,NA,0
Dose 11,Other,Pre-2020-07-01,Female,12-49,White,South East,2,0
Dose 11,Other,Pre-2020-07-01,Female,12-49,White,South West,4,0
Dose 11,Other,Pre-2020-07-01,Female,12-49,Mixed,NA,NA,0
Dose 11,Other,Pre-2020-07-01,Female,12-49,Black or Black British,Midlands,NA,0
Dose 11,Other,Pre-2020-07-01,Female,12-49,Black or Black British,London,NA,0
Dose 11,Other,Pre-2020-07-01,Female,12-49,NA,North East and Yorkshire,NA,0
Dose 11,Other,Pre-2020-07-01,Female,50-64,White,Midlands,NA,0
Dose 11,Other,Pre-2020-07-01,Female,65-74,Chinese or Other Ethnic Groups,North East and Yorkshire,5 (least deprived),0
Dose 11,Other,Pre-2020-07-01,Female,65-74,NA,North East and Yorkshire,1 (most deprived),0
Dose 11,Other,Pre-2020-07-01,Male,12-49,White,East of England,NA,0
Dose 11,Other,Pre-2020-07-01,Male,50-64,Asian or Asian British,NA,4,0
Dose 11,Other,Pre-2020-07-01,Male,65-74,NA,Midlands,NA,0
Dose 11,Other,Primary series,Female,12-49,Mixed,NA,NA,0
Dose 11,Other,Spring 2022,Female,12-49,White,Midlands,NA,0
Dose 11,Other,Spring 2023,Female,12-49,NA,London,NA,0
Dose 12,Other,Pre-2020-07-01,Female,12-49,White,North West,3,0
Dose 12,Other,Pre-2020-07-01,Female,12-49,White,Midlands,NA,0
Dose 12,Other,Pre-2020-07-01,Female,12-49,White,South East,2,0
Dose 12,Other,Pre-2020-07-01,Female,12-49,Mixed,NA,NA,0
Dose 12,Other,Pre-2020-07-01,Female,12-49,Black or Black British,Midlands,NA,0
Dose 12,Other,Pre-2020-07-01,Female,12-49,NA,North East and Yorkshire,NA,0
Dose 12,Other,Pre-2020-07-01,Female,50-64,White,South West,NA,0
Dose 12,Other,Pre-2020-07-01,Female,65-74,White,Midlands,NA,0
Dose 12,Other,Pre-2020-07-01,Female,75-104,Chinese or Other Ethnic Groups,North East and Yorkshire,NA,0
Dose 12,Other,Pre-2020-07-01,Female,75-104,NA,North East and Yorkshire,1 (most deprived),0
Dose 12,Other,Pre-2020-07-01,Male,50-64,Asian or Asian British,NA,2,0
Dose 12,Other,Pre-2020-07-01,Male,65-74,NA,Midlands,NA,0
Dose 12,Other,Spring 2023,Female,12-49,Mixed,NA,NA,0
Dose 12,Other,Autumn 2023,Female,12-49,Black or Black British,London,NA,0
Dose 12,Other,Autumn 2023,Female,12-49,NA,London,NA,0
Dose 12,Other,Autumn 2024,Female,12-49,White,Midlands,NA,0
Dose 13,Other,Pre-2020-07-01,Female,12-49,White,North West,3,0
Dose 13,Other,Pre-2020-07-01,Female,12-49,White,South East,NA,0
Dose 13,Other,Pre-2020-07-01,Female,12-49,Mixed,NA,NA,0
Dose 13,Other,Pre-2020-07-01,Female,50-64,White,South West,NA,0
Dose 13,Other,Pre-2020-07-01,Female,65-74,White,Midlands,NA,0
Dose 13,Other,Pre-2020-07-01,Female,75-104,Chinese or Other Ethnic Groups,North East and Yorkshire,NA,0
Dose 13,Other,Pre-2020-07-01,Female,75-104,NA,North East and Yorkshire,NA,0
Dose 13,Other,Pre-2020-07-01,Male,65-74,Asian or Asian British,NA,2,0
Dose 13,Other,Pre-2020-07-01,Male,65-74,NA,Midlands,NA,0
Dose 13,Other,Autumn 2023,Female,12-49,Mixed,NA,NA,0
Dose 13,Other,Autumn 2023,Female,12-49,Black or Black British,London,NA,0
Dose 14,Other,Pre-2020-07-01,Female,12-49,White,North West,3,0
Dose 14,Other,Pre-2020-07-01,Female,75-104,NA,North East and Yorkshire,NA,0
Dose 14,Other,Pre-2020-07-01,Male,65-74,Asian or Asian British,NA,2,0
Dose 14,Other,Autumn 2021,Female,75-104,Chinese or Other Ethnic Groups,North East and Yorkshire,NA,0
Dose 14,Other,Autumn 2024,Female,12-49,Mixed,NA,NA,0
Dose 15,Other,Pre-2020-07-01,Female,12-49,White,North West,3,0
Dose 15,Other,Pre-2020-07-01,Female,75-104,NA,North East and Yorkshire,NA,0
Dose 15,Other,Pre-2020-07-01,Male,65-74,Asian or Asian British,NA,2,0
Dose 15,Other,Autumn 2024,Female,12-49,Mixed,NA,NA,0
Dose 16,Other,Pre-2020-07-01,Female,12-49,White,North West,3,0
